"Notes"	"Gender"	"Gender Code"	"County"	"County Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"Male"	"M"	"Fort Bend County, TX"	"48157"	"2011"	"2011"	297852
	"Male"	"M"	"Fort Bend County, TX"	"48157"	"2015"	"2015"	351645
"Total"	"Male"	"M"	"Fort Bend County, TX"	"48157"			649497
	"Male"	"M"	"Franklin County, TX"	"48159"	"2011"	"2011"	5165
	"Male"	"M"	"Franklin County, TX"	"48159"	"2015"	"2015"	5253
"Total"	"Male"	"M"	"Franklin County, TX"	"48159"			10418
	"Male"	"M"	"Freestone County, TX"	"48161"	"2011"	"2011"	10267
	"Male"	"M"	"Freestone County, TX"	"48161"	"2015"	"2015"	10267
"Total"	"Male"	"M"	"Freestone County, TX"	"48161"			20534
	"Male"	"M"	"Frio County, TX"	"48163"	"2011"	"2011"	10240
	"Male"	"M"	"Frio County, TX"	"48163"	"2015"	"2015"	11437
"Total"	"Male"	"M"	"Frio County, TX"	"48163"			21677
	"Male"	"M"	"Gaines County, TX"	"48165"	"2011"	"2011"	9027
	"Male"	"M"	"Gaines County, TX"	"48165"	"2015"	"2015"	10211
"Total"	"Male"	"M"	"Gaines County, TX"	"48165"			19238
	"Male"	"M"	"Galveston County, TX"	"48167"	"2011"	"2011"	146188
	"Male"	"M"	"Galveston County, TX"	"48167"	"2015"	"2015"	158254
"Total"	"Male"	"M"	"Galveston County, TX"	"48167"			304442
	"Male"	"M"	"Garza County, TX"	"48169"	"2011"	"2011"	4164
	"Male"	"M"	"Garza County, TX"	"48169"	"2015"	"2015"	4161
"Total"	"Male"	"M"	"Garza County, TX"	"48169"			8325
	"Male"	"M"	"Gillespie County, TX"	"48171"	"2011"	"2011"	12106
	"Male"	"M"	"Gillespie County, TX"	"48171"	"2015"	"2015"	12562
"Total"	"Male"	"M"	"Gillespie County, TX"	"48171"			24668
	"Male"	"M"	"Glasscock County, TX"	"48173"	"2011"	"2011"	661
	"Male"	"M"	"Glasscock County, TX"	"48173"	"2015"	"2015"	763
"Total"	"Male"	"M"	"Glasscock County, TX"	"48173"			1424
	"Male"	"M"	"Goliad County, TX"	"48175"	"2011"	"2011"	3577
	"Male"	"M"	"Goliad County, TX"	"48175"	"2015"	"2015"	3741
"Total"	"Male"	"M"	"Goliad County, TX"	"48175"			7318
	"Male"	"M"	"Gonzales County, TX"	"48177"	"2011"	"2011"	9949
	"Male"	"M"	"Gonzales County, TX"	"48177"	"2015"	"2015"	10426
"Total"	"Male"	"M"	"Gonzales County, TX"	"48177"			20375
	"Male"	"M"	"Gray County, TX"	"48179"	"2011"	"2011"	11801
	"Male"	"M"	"Gray County, TX"	"48179"	"2015"	"2015"	12393
"Total"	"Male"	"M"	"Gray County, TX"	"48179"			24194
	"Male"	"M"	"Grayson County, TX"	"48181"	"2011"	"2011"	59066
	"Male"	"M"	"Grayson County, TX"	"48181"	"2015"	"2015"	61464
"Total"	"Male"	"M"	"Grayson County, TX"	"48181"			120530
	"Male"	"M"	"Gregg County, TX"	"48183"	"2011"	"2011"	59936
	"Male"	"M"	"Gregg County, TX"	"48183"	"2015"	"2015"	60561
"Total"	"Male"	"M"	"Gregg County, TX"	"48183"			120497
	"Male"	"M"	"Grimes County, TX"	"48185"	"2011"	"2011"	14480
	"Male"	"M"	"Grimes County, TX"	"48185"	"2015"	"2015"	14901
"Total"	"Male"	"M"	"Grimes County, TX"	"48185"			29381
	"Male"	"M"	"Guadalupe County, TX"	"48187"	"2011"	"2011"	66855
	"Male"	"M"	"Guadalupe County, TX"	"48187"	"2015"	"2015"	74340
"Total"	"Male"	"M"	"Guadalupe County, TX"	"48187"			141195
	"Male"	"M"	"Hale County, TX"	"48189"	"2011"	"2011"	18832
	"Male"	"M"	"Hale County, TX"	"48189"	"2015"	"2015"	17694
"Total"	"Male"	"M"	"Hale County, TX"	"48189"			36526
	"Male"	"M"	"Hall County, TX"	"48191"	"2011"	"2011"	1635
	"Male"	"M"	"Hall County, TX"	"48191"	"2015"	"2015"	1503
"Total"	"Male"	"M"	"Hall County, TX"	"48191"			3138
	"Male"	"M"	"Hamilton County, TX"	"48193"	"2011"	"2011"	4114
	"Male"	"M"	"Hamilton County, TX"	"48193"	"2015"	"2015"	4034
"Total"	"Male"	"M"	"Hamilton County, TX"	"48193"			8148
	"Male"	"M"	"Hansford County, TX"	"48195"	"2011"	"2011"	2799
	"Male"	"M"	"Hansford County, TX"	"48195"	"2015"	"2015"	2881
"Total"	"Male"	"M"	"Hansford County, TX"	"48195"			5680
	"Male"	"M"	"Hardeman County, TX"	"48197"	"2011"	"2011"	2076
	"Male"	"M"	"Hardeman County, TX"	"48197"	"2015"	"2015"	1946
"Total"	"Male"	"M"	"Hardeman County, TX"	"48197"			4022
	"Male"	"M"	"Hardin County, TX"	"48199"	"2011"	"2011"	27220
	"Male"	"M"	"Hardin County, TX"	"48199"	"2015"	"2015"	27604
"Total"	"Male"	"M"	"Hardin County, TX"	"48199"			54824
	"Male"	"M"	"Harris County, TX"	"48201"	"2011"	"2011"	2078182
	"Male"	"M"	"Harris County, TX"	"48201"	"2015"	"2015"	2267932
"Total"	"Male"	"M"	"Harris County, TX"	"48201"			4346114
	"Male"	"M"	"Harrison County, TX"	"48203"	"2011"	"2011"	32583
	"Male"	"M"	"Harrison County, TX"	"48203"	"2015"	"2015"	32552
"Total"	"Male"	"M"	"Harrison County, TX"	"48203"			65135
	"Male"	"M"	"Hartley County, TX"	"48205"	"2011"	"2011"	3701
	"Male"	"M"	"Hartley County, TX"	"48205"	"2015"	"2015"	3365
"Total"	"Male"	"M"	"Hartley County, TX"	"48205"			7066
	"Male"	"M"	"Haskell County, TX"	"48207"	"2011"	"2011"	3151
	"Male"	"M"	"Haskell County, TX"	"48207"	"2015"	"2015"	3107
"Total"	"Male"	"M"	"Haskell County, TX"	"48207"			6258
	"Male"	"M"	"Hays County, TX"	"48209"	"2011"	"2011"	81228
	"Male"	"M"	"Hays County, TX"	"48209"	"2015"	"2015"	96906
"Total"	"Male"	"M"	"Hays County, TX"	"48209"			178134
	"Male"	"M"	"Hemphill County, TX"	"48211"	"2011"	"2011"	2008
	"Male"	"M"	"Hemphill County, TX"	"48211"	"2015"	"2015"	2165
"Total"	"Male"	"M"	"Hemphill County, TX"	"48211"			4173
	"Male"	"M"	"Henderson County, TX"	"48213"	"2011"	"2011"	38588
	"Male"	"M"	"Henderson County, TX"	"48213"	"2015"	"2015"	38782
"Total"	"Male"	"M"	"Henderson County, TX"	"48213"			77370
	"Male"	"M"	"Hidalgo County, TX"	"48215"	"2011"	"2011"	387229
	"Male"	"M"	"Hidalgo County, TX"	"48215"	"2015"	"2015"	410016
"Total"	"Male"	"M"	"Hidalgo County, TX"	"48215"			797245
	"Male"	"M"	"Hill County, TX"	"48217"	"2011"	"2011"	17232
	"Male"	"M"	"Hill County, TX"	"48217"	"2015"	"2015"	17229
"Total"	"Male"	"M"	"Hill County, TX"	"48217"			34461
	"Male"	"M"	"Hockley County, TX"	"48219"	"2011"	"2011"	11327
	"Male"	"M"	"Hockley County, TX"	"48219"	"2015"	"2015"	11590
"Total"	"Male"	"M"	"Hockley County, TX"	"48219"			22917
	"Male"	"M"	"Hood County, TX"	"48221"	"2011"	"2011"	25430
	"Male"	"M"	"Hood County, TX"	"48221"	"2015"	"2015"	27101
"Total"	"Male"	"M"	"Hood County, TX"	"48221"			52531
	"Male"	"M"	"Hopkins County, TX"	"48223"	"2011"	"2011"	17483
	"Male"	"M"	"Hopkins County, TX"	"48223"	"2015"	"2015"	17744
"Total"	"Male"	"M"	"Hopkins County, TX"	"48223"			35227
	"Male"	"M"	"Houston County, TX"	"48225"	"2011"	"2011"	12551
	"Male"	"M"	"Houston County, TX"	"48225"	"2015"	"2015"	12131
"Total"	"Male"	"M"	"Houston County, TX"	"48225"			24682
	"Male"	"M"	"Howard County, TX"	"48227"	"2011"	"2011"	19784
	"Male"	"M"	"Howard County, TX"	"48227"	"2015"	"2015"	21191
"Total"	"Male"	"M"	"Howard County, TX"	"48227"			40975
	"Male"	"M"	"Hudspeth County, TX"	"48229"	"2011"	"2011"	1722
	"Male"	"M"	"Hudspeth County, TX"	"48229"	"2015"	"2015"	1830
"Total"	"Male"	"M"	"Hudspeth County, TX"	"48229"			3552
	"Male"	"M"	"Hunt County, TX"	"48231"	"2011"	"2011"	43038
	"Male"	"M"	"Hunt County, TX"	"48231"	"2015"	"2015"	44261
"Total"	"Male"	"M"	"Hunt County, TX"	"48231"			87299
	"Male"	"M"	"Hutchinson County, TX"	"48233"	"2011"	"2011"	11017
	"Male"	"M"	"Hutchinson County, TX"	"48233"	"2015"	"2015"	10916
"Total"	"Male"	"M"	"Hutchinson County, TX"	"48233"			21933
	"Male"	"M"	"Irion County, TX"	"48235"	"2011"	"2011"	788
	"Male"	"M"	"Irion County, TX"	"48235"	"2015"	"2015"	796
"Total"	"Male"	"M"	"Irion County, TX"	"48235"			1584
	"Male"	"M"	"Jack County, TX"	"48237"	"2011"	"2011"	4998
	"Male"	"M"	"Jack County, TX"	"48237"	"2015"	"2015"	5000
"Total"	"Male"	"M"	"Jack County, TX"	"48237"			9998
	"Male"	"M"	"Jackson County, TX"	"48239"	"2011"	"2011"	6923
	"Male"	"M"	"Jackson County, TX"	"48239"	"2015"	"2015"	7338
"Total"	"Male"	"M"	"Jackson County, TX"	"48239"			14261
	"Male"	"M"	"Jasper County, TX"	"48241"	"2011"	"2011"	17843
	"Male"	"M"	"Jasper County, TX"	"48241"	"2015"	"2015"	17447
"Total"	"Male"	"M"	"Jasper County, TX"	"48241"			35290
	"Male"	"M"	"Jeff Davis County, TX"	"48243"	"2011"	"2011"	1158
	"Male"	"M"	"Jeff Davis County, TX"	"48243"	"2015"	"2015"	1128
"Total"	"Male"	"M"	"Jeff Davis County, TX"	"48243"			2286
	"Male"	"M"	"Jefferson County, TX"	"48245"	"2011"	"2011"	129538
	"Male"	"M"	"Jefferson County, TX"	"48245"	"2015"	"2015"	130661
"Total"	"Male"	"M"	"Jefferson County, TX"	"48245"			260199
	"Male"	"M"	"Jim Hogg County, TX"	"48247"	"2011"	"2011"	2629
	"Male"	"M"	"Jim Hogg County, TX"	"48247"	"2015"	"2015"	2677
"Total"	"Male"	"M"	"Jim Hogg County, TX"	"48247"			5306
	"Male"	"M"	"Jim Wells County, TX"	"48249"	"2011"	"2011"	20374
	"Male"	"M"	"Jim Wells County, TX"	"48249"	"2015"	"2015"	20414
"Total"	"Male"	"M"	"Jim Wells County, TX"	"48249"			40788
	"Male"	"M"	"Johnson County, TX"	"48251"	"2011"	"2011"	76088
	"Male"	"M"	"Johnson County, TX"	"48251"	"2015"	"2015"	79440
"Total"	"Male"	"M"	"Johnson County, TX"	"48251"			155528
	"Male"	"M"	"Jones County, TX"	"48253"	"2011"	"2011"	12552
	"Male"	"M"	"Jones County, TX"	"48253"	"2015"	"2015"	12577
"Total"	"Male"	"M"	"Jones County, TX"	"48253"			25129
	"Male"	"M"	"Karnes County, TX"	"48255"	"2011"	"2011"	8948
	"Male"	"M"	"Karnes County, TX"	"48255"	"2015"	"2015"	9109
"Total"	"Male"	"M"	"Karnes County, TX"	"48255"			18057
	"Male"	"M"	"Kaufman County, TX"	"48257"	"2011"	"2011"	51756
	"Male"	"M"	"Kaufman County, TX"	"48257"	"2015"	"2015"	56049
"Total"	"Male"	"M"	"Kaufman County, TX"	"48257"			107805
	"Male"	"M"	"Kendall County, TX"	"48259"	"2011"	"2011"	16768
	"Male"	"M"	"Kendall County, TX"	"48259"	"2015"	"2015"	19495
"Total"	"Male"	"M"	"Kendall County, TX"	"48259"			36263
	"Male"	"M"	"Kenedy County, TX"	"48261"	"2011"	"2011"	223
	"Male"	"M"	"Kenedy County, TX"	"48261"	"2015"	"2015"	228
"Total"	"Male"	"M"	"Kenedy County, TX"	"48261"			451
	"Male"	"M"	"Kent County, TX"	"48263"	"2011"	"2011"	399
	"Male"	"M"	"Kent County, TX"	"48263"	"2015"	"2015"	354
"Total"	"Male"	"M"	"Kent County, TX"	"48263"			753
	"Male"	"M"	"Kerr County, TX"	"48265"	"2011"	"2011"	24077
	"Male"	"M"	"Kerr County, TX"	"48265"	"2015"	"2015"	24599
"Total"	"Male"	"M"	"Kerr County, TX"	"48265"			48676
	"Male"	"M"	"Kimble County, TX"	"48267"	"2011"	"2011"	2266
	"Male"	"M"	"Kimble County, TX"	"48267"	"2015"	"2015"	2177
"Total"	"Male"	"M"	"Kimble County, TX"	"48267"			4443
	"Male"	"M"	"King County, TX"	"48269"	"2011"	"2011"	123
	"Male"	"M"	"King County, TX"	"48269"	"2015"	"2015"	139
"Total"	"Male"	"M"	"King County, TX"	"48269"			262
	"Male"	"M"	"Kinney County, TX"	"48271"	"2011"	"2011"	1976
	"Male"	"M"	"Kinney County, TX"	"48271"	"2015"	"2015"	1987
"Total"	"Male"	"M"	"Kinney County, TX"	"48271"			3963
	"Male"	"M"	"Kleberg County, TX"	"48273"	"2011"	"2011"	16305
	"Male"	"M"	"Kleberg County, TX"	"48273"	"2015"	"2015"	16087
"Total"	"Male"	"M"	"Kleberg County, TX"	"48273"			32392
	"Male"	"M"	"Knox County, TX"	"48275"	"2011"	"2011"	1847
	"Male"	"M"	"Knox County, TX"	"48275"	"2015"	"2015"	1882
"Total"	"Male"	"M"	"Knox County, TX"	"48275"			3729
	"Male"	"M"	"Lamar County, TX"	"48277"	"2011"	"2011"	24052
	"Male"	"M"	"Lamar County, TX"	"48277"	"2015"	"2015"	23788
"Total"	"Male"	"M"	"Lamar County, TX"	"48277"			47840
	"Male"	"M"	"Lamb County, TX"	"48279"	"2011"	"2011"	7007
	"Male"	"M"	"Lamb County, TX"	"48279"	"2015"	"2015"	6566
"Total"	"Male"	"M"	"Lamb County, TX"	"48279"			13573
	"Male"	"M"	"Lampasas County, TX"	"48281"	"2011"	"2011"	9839
	"Male"	"M"	"Lampasas County, TX"	"48281"	"2015"	"2015"	9995
"Total"	"Male"	"M"	"Lampasas County, TX"	"48281"			19834
	"Male"	"M"	"La Salle County, TX"	"48283"	"2011"	"2011"	4173
	"Male"	"M"	"La Salle County, TX"	"48283"	"2015"	"2015"	4514
"Total"	"Male"	"M"	"La Salle County, TX"	"48283"			8687
	"Male"	"M"	"Lavaca County, TX"	"48285"	"2011"	"2011"	9440
	"Male"	"M"	"Lavaca County, TX"	"48285"	"2015"	"2015"	9721
"Total"	"Male"	"M"	"Lavaca County, TX"	"48285"			19161
	"Male"	"M"	"Lee County, TX"	"48287"	"2011"	"2011"	8355
	"Male"	"M"	"Lee County, TX"	"48287"	"2015"	"2015"	8433
"Total"	"Male"	"M"	"Lee County, TX"	"48287"			16788
	"Male"	"M"	"Leon County, TX"	"48289"	"2011"	"2011"	8378
	"Male"	"M"	"Leon County, TX"	"48289"	"2015"	"2015"	8498
"Total"	"Male"	"M"	"Leon County, TX"	"48289"			16876
	"Male"	"M"	"Liberty County, TX"	"48291"	"2011"	"2011"	37332
	"Male"	"M"	"Liberty County, TX"	"48291"	"2015"	"2015"	39248
"Total"	"Male"	"M"	"Liberty County, TX"	"48291"			76580
	"Male"	"M"	"Limestone County, TX"	"48293"	"2011"	"2011"	12226
	"Male"	"M"	"Limestone County, TX"	"48293"	"2015"	"2015"	12047
"Total"	"Male"	"M"	"Limestone County, TX"	"48293"			24273
	"Male"	"M"	"Lipscomb County, TX"	"48295"	"2011"	"2011"	1687
	"Male"	"M"	"Lipscomb County, TX"	"48295"	"2015"	"2015"	1846
"Total"	"Male"	"M"	"Lipscomb County, TX"	"48295"			3533
	"Male"	"M"	"Live Oak County, TX"	"48297"	"2011"	"2011"	6212
	"Male"	"M"	"Live Oak County, TX"	"48297"	"2015"	"2015"	6582
"Total"	"Male"	"M"	"Live Oak County, TX"	"48297"			12794
	"Male"	"M"	"Llano County, TX"	"48299"	"2011"	"2011"	9244
	"Male"	"M"	"Llano County, TX"	"48299"	"2015"	"2015"	9750
"Total"	"Male"	"M"	"Llano County, TX"	"48299"			18994
	"Male"	"M"	"Loving County, TX"	"48301"	"2011"	"2011"	53
	"Male"	"M"	"Loving County, TX"	"48301"	"2015"	"2015"	69
"Total"	"Male"	"M"	"Loving County, TX"	"48301"			122
	"Male"	"M"	"Lubbock County, TX"	"48303"	"2011"	"2011"	140081
	"Male"	"M"	"Lubbock County, TX"	"48303"	"2015"	"2015"	147330
"Total"	"Male"	"M"	"Lubbock County, TX"	"48303"			287411
	"Male"	"M"	"Lynn County, TX"	"48305"	"2011"	"2011"	2939
	"Male"	"M"	"Lynn County, TX"	"48305"	"2015"	"2015"	2942
"Total"	"Male"	"M"	"Lynn County, TX"	"48305"			5881
	"Male"	"M"	"McCulloch County, TX"	"48307"	"2011"	"2011"	4082
	"Male"	"M"	"McCulloch County, TX"	"48307"	"2015"	"2015"	4146
"Total"	"Male"	"M"	"McCulloch County, TX"	"48307"			8228
	"Male"	"M"	"McLennan County, TX"	"48309"	"2011"	"2011"	115686
	"Male"	"M"	"McLennan County, TX"	"48309"	"2015"	"2015"	119832
"Total"	"Male"	"M"	"McLennan County, TX"	"48309"			235518
	"Male"	"M"	"McMullen County, TX"	"48311"	"2011"	"2011"	369
	"Male"	"M"	"McMullen County, TX"	"48311"	"2015"	"2015"	444
"Total"	"Male"	"M"	"McMullen County, TX"	"48311"			813
	"Male"	"M"	"Madison County, TX"	"48313"	"2011"	"2011"	7920
	"Male"	"M"	"Madison County, TX"	"48313"	"2015"	"2015"	8009
"Total"	"Male"	"M"	"Madison County, TX"	"48313"			15929
	"Male"	"M"	"Marion County, TX"	"48315"	"2011"	"2011"	5133
	"Male"	"M"	"Marion County, TX"	"48315"	"2015"	"2015"	4952
"Total"	"Male"	"M"	"Marion County, TX"	"48315"			10085
	"Male"	"M"	"Martin County, TX"	"48317"	"2011"	"2011"	2457
	"Male"	"M"	"Martin County, TX"	"48317"	"2015"	"2015"	2879
"Total"	"Male"	"M"	"Martin County, TX"	"48317"			5336
	"Male"	"M"	"Mason County, TX"	"48319"	"2011"	"2011"	2002
	"Male"	"M"	"Mason County, TX"	"48319"	"2015"	"2015"	2045
"Total"	"Male"	"M"	"Mason County, TX"	"48319"			4047
	"Male"	"M"	"Matagorda County, TX"	"48321"	"2011"	"2011"	18352
	"Male"	"M"	"Matagorda County, TX"	"48321"	"2015"	"2015"	18425
"Total"	"Male"	"M"	"Matagorda County, TX"	"48321"			36777
	"Male"	"M"	"Maverick County, TX"	"48323"	"2011"	"2011"	27185
	"Male"	"M"	"Maverick County, TX"	"48323"	"2015"	"2015"	28685
"Total"	"Male"	"M"	"Maverick County, TX"	"48323"			55870
	"Male"	"M"	"Medina County, TX"	"48325"	"2011"	"2011"	23970
	"Male"	"M"	"Medina County, TX"	"48325"	"2015"	"2015"	25092
"Total"	"Male"	"M"	"Medina County, TX"	"48325"			49062
	"Male"	"M"	"Menard County, TX"	"48327"	"2011"	"2011"	1114
	"Male"	"M"	"Menard County, TX"	"48327"	"2015"	"2015"	1053
"Total"	"Male"	"M"	"Menard County, TX"	"48327"			2167
	"Male"	"M"	"Midland County, TX"	"48329"	"2011"	"2011"	69075
	"Male"	"M"	"Midland County, TX"	"48329"	"2015"	"2015"	81637
"Total"	"Male"	"M"	"Midland County, TX"	"48329"			150712
	"Male"	"M"	"Milam County, TX"	"48331"	"2011"	"2011"	12141
	"Male"	"M"	"Milam County, TX"	"48331"	"2015"	"2015"	11967
"Total"	"Male"	"M"	"Milam County, TX"	"48331"			24108
	"Male"	"M"	"Mills County, TX"	"48333"	"2011"	"2011"	2407
	"Male"	"M"	"Mills County, TX"	"48333"	"2015"	"2015"	2405
"Total"	"Male"	"M"	"Mills County, TX"	"48333"			4812
	"Male"	"M"	"Mitchell County, TX"	"48335"	"2011"	"2011"	5768
	"Male"	"M"	"Mitchell County, TX"	"48335"	"2015"	"2015"	5313
"Total"	"Male"	"M"	"Mitchell County, TX"	"48335"			11081
	"Male"	"M"	"Montague County, TX"	"48337"	"2011"	"2011"	9715
	"Male"	"M"	"Montague County, TX"	"48337"	"2015"	"2015"	9465
"Total"	"Male"	"M"	"Montague County, TX"	"48337"			19180
	"Male"	"M"	"Montgomery County, TX"	"48339"	"2011"	"2011"	233443
	"Male"	"M"	"Montgomery County, TX"	"48339"	"2015"	"2015"	265498
"Total"	"Male"	"M"	"Montgomery County, TX"	"48339"			498941
	"Male"	"M"	"Moore County, TX"	"48341"	"2011"	"2011"	11373
	"Male"	"M"	"Moore County, TX"	"48341"	"2015"	"2015"	11312
"Total"	"Male"	"M"	"Moore County, TX"	"48341"			22685
	"Male"	"M"	"Morris County, TX"	"48343"	"2011"	"2011"	6148
	"Male"	"M"	"Morris County, TX"	"48343"	"2015"	"2015"	5941
"Total"	"Male"	"M"	"Morris County, TX"	"48343"			12089
	"Male"	"M"	"Motley County, TX"	"48345"	"2011"	"2011"	610
	"Male"	"M"	"Motley County, TX"	"48345"	"2015"	"2015"	589
"Total"	"Male"	"M"	"Motley County, TX"	"48345"			1199
	"Male"	"M"	"Nacogdoches County, TX"	"48347"	"2011"	"2011"	31325
	"Male"	"M"	"Nacogdoches County, TX"	"48347"	"2015"	"2015"	31337
"Total"	"Male"	"M"	"Nacogdoches County, TX"	"48347"			62662
	"Male"	"M"	"Navarro County, TX"	"48349"	"2011"	"2011"	23694
	"Male"	"M"	"Navarro County, TX"	"48349"	"2015"	"2015"	23674
"Total"	"Male"	"M"	"Navarro County, TX"	"48349"			47368
	"Male"	"M"	"Newton County, TX"	"48351"	"2011"	"2011"	7487
	"Male"	"M"	"Newton County, TX"	"48351"	"2015"	"2015"	7312
"Total"	"Male"	"M"	"Newton County, TX"	"48351"			14799
	"Male"	"M"	"Nolan County, TX"	"48353"	"2011"	"2011"	7570
	"Male"	"M"	"Nolan County, TX"	"48353"	"2015"	"2015"	7550
"Total"	"Male"	"M"	"Nolan County, TX"	"48353"			15120
	"Male"	"M"	"Nueces County, TX"	"48355"	"2011"	"2011"	168528
	"Male"	"M"	"Nueces County, TX"	"48355"	"2015"	"2015"	178152
"Total"	"Male"	"M"	"Nueces County, TX"	"48355"			346680
	"Male"	"M"	"Ochiltree County, TX"	"48357"	"2011"	"2011"	5342
	"Male"	"M"	"Ochiltree County, TX"	"48357"	"2015"	"2015"	5463
"Total"	"Male"	"M"	"Ochiltree County, TX"	"48357"			10805
	"Male"	"M"	"Oldham County, TX"	"48359"	"2011"	"2011"	1045
	"Male"	"M"	"Oldham County, TX"	"48359"	"2015"	"2015"	1084
"Total"	"Male"	"M"	"Oldham County, TX"	"48359"			2129
	"Male"	"M"	"Orange County, TX"	"48361"	"2011"	"2011"	40910
	"Male"	"M"	"Orange County, TX"	"48361"	"2015"	"2015"	41529
"Total"	"Male"	"M"	"Orange County, TX"	"48361"			82439
	"Male"	"M"	"Palo Pinto County, TX"	"48363"	"2011"	"2011"	13779
	"Male"	"M"	"Palo Pinto County, TX"	"48363"	"2015"	"2015"	13782
"Total"	"Male"	"M"	"Palo Pinto County, TX"	"48363"			27561
	"Male"	"M"	"Panola County, TX"	"48365"	"2011"	"2011"	11906
	"Male"	"M"	"Panola County, TX"	"48365"	"2015"	"2015"	11682
"Total"	"Male"	"M"	"Panola County, TX"	"48365"			23588
	"Male"	"M"	"Parker County, TX"	"48367"	"2011"	"2011"	59843
	"Male"	"M"	"Parker County, TX"	"48367"	"2015"	"2015"	62497
"Total"	"Male"	"M"	"Parker County, TX"	"48367"			122340
	"Male"	"M"	"Parmer County, TX"	"48369"	"2011"	"2011"	5276
	"Male"	"M"	"Parmer County, TX"	"48369"	"2015"	"2015"	5053
"Total"	"Male"	"M"	"Parmer County, TX"	"48369"			10329
	"Male"	"M"	"Pecos County, TX"	"48371"	"2011"	"2011"	8823
	"Male"	"M"	"Pecos County, TX"	"48371"	"2015"	"2015"	9073
"Total"	"Male"	"M"	"Pecos County, TX"	"48371"			17896
	"Male"	"M"	"Polk County, TX"	"48373"	"2011"	"2011"	24359
	"Male"	"M"	"Polk County, TX"	"48373"	"2015"	"2015"	25035
"Total"	"Male"	"M"	"Polk County, TX"	"48373"			49394
	"Male"	"M"	"Potter County, TX"	"48375"	"2011"	"2011"	62664
	"Male"	"M"	"Potter County, TX"	"48375"	"2015"	"2015"	62617
"Total"	"Male"	"M"	"Potter County, TX"	"48375"			125281
	"Male"	"M"	"Presidio County, TX"	"48377"	"2011"	"2011"	3817
	"Male"	"M"	"Presidio County, TX"	"48377"	"2015"	"2015"	3548
"Total"	"Male"	"M"	"Presidio County, TX"	"48377"			7365
	"Male"	"M"	"Rains County, TX"	"48379"	"2011"	"2011"	5511
	"Male"	"M"	"Rains County, TX"	"48379"	"2015"	"2015"	5608
"Total"	"Male"	"M"	"Rains County, TX"	"48379"			11119
	"Male"	"M"	"Randall County, TX"	"48381"	"2011"	"2011"	60332
	"Male"	"M"	"Randall County, TX"	"48381"	"2015"	"2015"	63972
"Total"	"Male"	"M"	"Randall County, TX"	"48381"			124304
	"Male"	"M"	"Reagan County, TX"	"48383"	"2011"	"2011"	1751
	"Male"	"M"	"Reagan County, TX"	"48383"	"2015"	"2015"	1997
"Total"	"Male"	"M"	"Reagan County, TX"	"48383"			3748
	"Male"	"M"	"Real County, TX"	"48385"	"2011"	"2011"	1700
	"Male"	"M"	"Real County, TX"	"48385"	"2015"	"2015"	1648
"Total"	"Male"	"M"	"Real County, TX"	"48385"			3348
	"Male"	"M"	"Red River County, TX"	"48387"	"2011"	"2011"	6185
	"Male"	"M"	"Red River County, TX"	"48387"	"2015"	"2015"	6050
"Total"	"Male"	"M"	"Red River County, TX"	"48387"			12235
	"Male"	"M"	"Reeves County, TX"	"48389"	"2011"	"2011"	8618
	"Male"	"M"	"Reeves County, TX"	"48389"	"2015"	"2015"	9712
"Total"	"Male"	"M"	"Reeves County, TX"	"48389"			18330
	"Male"	"M"	"Refugio County, TX"	"48391"	"2011"	"2011"	3656
	"Male"	"M"	"Refugio County, TX"	"48391"	"2015"	"2015"	3603
"Total"	"Male"	"M"	"Refugio County, TX"	"48391"			7259
	"Male"	"M"	"Roberts County, TX"	"48393"	"2011"	"2011"	468
	"Male"	"M"	"Roberts County, TX"	"48393"	"2015"	"2015"	462
"Total"	"Male"	"M"	"Roberts County, TX"	"48393"			930
	"Male"	"M"	"Robertson County, TX"	"48395"	"2011"	"2011"	8243
	"Male"	"M"	"Robertson County, TX"	"48395"	"2015"	"2015"	8198
"Total"	"Male"	"M"	"Robertson County, TX"	"48395"			16441
	"Male"	"M"	"Rockwall County, TX"	"48397"	"2011"	"2011"	39856
	"Male"	"M"	"Rockwall County, TX"	"48397"	"2015"	"2015"	44413
"Total"	"Male"	"M"	"Rockwall County, TX"	"48397"			84269
	"Male"	"M"	"Runnels County, TX"	"48399"	"2011"	"2011"	5202
	"Male"	"M"	"Runnels County, TX"	"48399"	"2015"	"2015"	5204
"Total"	"Male"	"M"	"Runnels County, TX"	"48399"			10406
	"Male"	"M"	"Rusk County, TX"	"48401"	"2011"	"2011"	28294
	"Male"	"M"	"Rusk County, TX"	"48401"	"2015"	"2015"	27835
"Total"	"Male"	"M"	"Rusk County, TX"	"48401"			56129
	"Male"	"M"	"Sabine County, TX"	"48403"	"2011"	"2011"	5268
	"Male"	"M"	"Sabine County, TX"	"48403"	"2015"	"2015"	5169
"Total"	"Male"	"M"	"Sabine County, TX"	"48403"			10437
	"Male"	"M"	"San Augustine County, TX"	"48405"	"2011"	"2011"	4308
	"Male"	"M"	"San Augustine County, TX"	"48405"	"2015"	"2015"	4042
"Total"	"Male"	"M"	"San Augustine County, TX"	"48405"			8350
	"Male"	"M"	"San Jacinto County, TX"	"48407"	"2011"	"2011"	13389
